SALES_ITEM_SK,SALES_ITEM_KEY,SALES_ITEM_DESC,SALES_ITEM_NM,SALES_ITEM_CATEGORY,PRODUCT_ITEM_NAME,PRODUCT_TYPE,MENU_TYPE,BUNDLE_TYPE,EVENT,DISCONTINUED_DATE,MODIFIED_TS,MEAT_BLOCK_FK,DIM_MARKET_FK
3469,917457,(-) Teh Tarik  (+) Reg Calamansi Iced Tea,Calamansi Iced Tea (Reg),Beverage,Calamansi Iced Tea,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
3470,917458,(-) Teh Tarik  (+) Med Calamansi Iced Tea,Calamansi Iced Tea (Med),Beverage,Calamansi Iced Tea,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
3471,917459,(-) Teh Tarik  (+) Reg Nestle Green Tea,Green Tea (Reg),Beverage,Green Tea,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
3472,917460,(-) Teh Tarik  (+) Med Nestle Green Tea,Green Tea (Med),Beverage,Green Tea,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
3473,917461,(-) Teh Tarik  (+) Reg Iced Milo,Iced Milo (Reg),Beverage,Milo,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
3474,917462,(-) Teh Tarik  (+) Med Iced Milo,Iced Milo (Med),Beverage,Milo,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
3475,917463,(-) Teh Tarik  (+) Mineral Water,Teh Tarik > Mineral Water,Beverage,Mineral Water,Permanent,Permanent: Standard,Change,NULL,NULL,47:12.1,1,1
3476,917464,(-) Teh Tarik  (+) Fresh Milk,Fresh Milk,Beverage,Fresh Milk,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,1,1
3477,917465,(-) Teh Tarik  (+) Hot Tea w Milk,Hot Tea w Milk,Beverage,Tea,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,1,1
3478,917466,(-) Teh Tarik  (+) Hot Tea w/o Milk,Hot Tea w/o Milk,Beverage,Tea,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
3479,917467,(-) Teh Tarik  (+) Nestle Black Coffee,The Tarik > Nestle Black Coffee,Beverage,Coffee,Permanent,Permanent: Standard,Change,NULL,NULL,47:12.1,1,1
3480,917468,Teh Tarik > Nestle White Coffee,White Coffee (Change),Beverage,Coffee,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
3481,917469,(-) Teh Tarik  (+) Nestle Cappuccino,Cappuccino,Beverage,Cappuccino,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
3482,917470,(-) Teh Tarik  (+) Nestle Latte,Latte,Beverage,Latte,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
3483,917471,(-) Teh Tarik  (+) Nestle Mocha,Mocha,Beverage,Mocha,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
3484,917472,(-) Teh Tarik  (+) Nestle (NEW) Hot Milo,Hot milo,Beverage,Milo,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
3485,917473,(-) Teh Tarik  (+) Espresso (KFC Coffee),Expresso,Beverage,Expresso,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
3486,917474,(-) Teh Tarik  (+) Latte (KFC Coffee),Latte,Beverage,Latte,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
3487,917475,(-) Teh Tarik  (+) Cappuccino (KFC Coffee),Cappuccino,Beverage,Cappuccino,Permanent,Permanent: Standard,Trade-up,NULL,NULL,47:12.1,1,1
3488,917476,(-) Teh Tarik  (+) Long Black (KFC Coffee),Long Black,Beverage,Long Black,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
3489,917477,(-) Teh Tarik  (+) Mocha (KFC Coffee),Mocha,Beverage,Mocha,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
3490,917478,(-) Teh Tarik  (+) Iced Latte (KFC Coffee),Iced Latte,Beverage,Latte,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
3491,917479,(-) Teh Tarik  (+) Iced Mocha (KFC Coffee),Iced Mocha,Beverage,Mocha,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
3492,917480,(-) Teh Tarik  (+) Salted Caramel Latte (KFC Coffee),Salted Caramel Latte,Beverage,Salted Caramel Latte,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
3493,917481,(-) Teh Tarik  (+) Hazelnut Cappuccino (KFC Coffee),Hazelnut Cappuccino,Beverage,Hazelnut Cappuccino,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
3494,917482,(-) Teh Tarik  (+) Iced Salted Caramel Frappe (KFC Coffee),Iced Salted Caramel Frappe,Beverage,Salted Caramel Latte,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
3495,917483,(-) Teh Tarik  (+) Iced Hazelnut Frappe (KFC Coffee),Iced Hazelnut Frapper,Beverage,Hazelnut Cappuccino,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
3496,917484,(-) Teh Tarik  (+) English Breakfast Tea (KFC Coffee),1 English Breakfast Tea,Beverage,English Breakfast Tea,Permanent,Permanent: Standard,Trade-up,NULL,NULL,47:12.1,1,1
3497,917485,(-) Teh Tarik  (+) Camomile Tea (KFC Coffee),Teh Tarik > Camomile Tea,Beverage,Camomile Tea,Permanent,Permanent: Standard,Trade-up,NULL,NULL,47:12.1,1,1
3498,917486,(-) Teh Tarik  (+) Earl Grey Tea (KFC Coffee),Earl Grey Tea,Beverage,Earl Grey Tea,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
3499,917487,(-) Teh Tarik  (+) Mango Froyo Blend (KFC Coffee),Mango Froyo Blend,Beverage,Froyo (Mango Blend),LTO,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
3500,917488,(-) Teh Tarik  (+) Strawberry Froyo Blend (KFC Coffee),Strawberry Froyo Blend,Beverage,Froyo (Strawberry Blend),LTO,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
3501,917494,Cereal Chicken (1 pc),1pc Cereal Chicken (20% Disc),Chicken-on-bone,Cereal Chicken,LTO,LTO: Disruptive Value,Ala Carte,NULL,NULL,53:55.1,21,1
3502,917495,5pcs Chicken for $9.95 - 2 pcs O.R. - 3 pcs H.C.,5pcs COB for $9.95,Chicken-on-bone,Classic COB,Permanent,LTO: Disruptive Value,Individual Meal,NULL,NULL,07:10.0,6,1
3503,917496,50% off 2nd American Twister Meal - 2 American Twister - 2 Hashbrown - 2 White Coffee,2 A.M Twister Meals (Iced Milo) (50% 2nd Purchase),Burgers & Twisters,American Twister,Permanent,LTO: Occasional,Individual Meal,NULL,NULL,07:10.0,1,1
3504,917501,1 for 1 Chicken (Original Recipe) - 2 pcs Original Recipe Chicken ,1 for 1 Chicken,Chicken-on-bone,Classic COB,Permanent,LTO: Disruptive Value,Ala Carte,NULL,NULL,07:10.0,6,1
3505,917502,1 for 1 Chicken (Hot & Crispy) - 2 pcs Hot & Crispy Chicken ,1 for 1 Chicken,Chicken-on-bone,Classic COB,Permanent,LTO: Disruptive Value,Ala Carte,NULL,NULL,07:10.0,6,1
3506,917508,2 pcs Chicken Set - 1 pc O.R. - 1 pc H.C. - 1 reg Whipped Potato - 1 reg Sjora Mango Peach,2pcs Meal_NDP (Catering Menu),Chicken-on-bone,Classic COB,Permanent,LTO: LSM,Individual Meal,NULL,NULL,07:10.0,6,1
3507,917509,2 pcs Chicken Set (Zone H) - 1 pc O.R. - 1 pc H.C. - 1 reg Whipped Potato - 1 reg Sjora Strawberry Kiwi,2pcs Meal_NDP (Catering Menu),Chicken-on-bone,Classic COB,Permanent,LTO: LSM,Individual Meal,NULL,NULL,07:10.0,6,1
3508,917510,Zinger Set - 1 Zinger - 1 reg Whipped Potato - 1 reg Iced Milo,1 Zinger Meal (NDP),Portables,Zinger Burger,Permanent,LTO: Partnership,Ala Carte,NULL,NULL,07:10.0,13,1
3509,917511,Grilled Chicken Set - 1 HotBlaze Grilled Chicken - 1 reg Sjora Mango Peach,1pc Meal (Grilled Chicken) (NDP),Chicken-on-bone,Signature Grilled Chicken,LTO,LTO: New Product Launch,Individual Meal,NULL,NULL,53:55.1,21,1
3510,917512,Grilled Chicken Set (Zone H) - 1 HotBlaze Grilled Chicken - 1 reg Sjora Strawberry Kiwi,1pc Meal (Grilled Chicken) (NDP),Chicken-on-bone,Signature Grilled Chicken,LTO,LTO: New Product Launch,Individual Meal,NULL,NULL,53:55.1,21,1
3511,917513,Original Recipe Platter Set - 1 Original Recipe Platter - 1 White Coffee,1 O.R Platter Set,Platters & Pancakes,Original Recipe Platter,Permanent,LTO: Occasional,Individual Meal,NULL,NULL,07:10.0,15,1
3512,917514,Pancakes Platter Set - 1 Pancakes Platter - 1 Nestea Teh Tarik,1 Pancakes Set (Teh Tarik),Platters & Pancakes,Pancakes,Permanent,LTO: Occasional,Individual Meal,NULL,NULL,07:10.0,15,1
3513,917515,Riser Burger & Porridge Set - 1 Riser - 1 Original Recipe Porridge - 2 White Coffee ,1 Porridge + 1 Riser Buddy Meal,Porridge,Original Porridge/Riser,Permanent,LTO: Occasional,Buddy Meal,NULL,NULL,07:10.0,15,1
3514,917521,1 Popcorn Chicken (150g) 1 Reg Whipped Potato ,[Catering] 1 Popcorn Chicken,Non-COB Protein,Popcorn Chicken,Permanent,LTO: LSM,Individual Meal,NULL,NULL,07:10.0,1,1
3515,917527,$5.40 Zinger Meal - 1 Zinger - 3 pcs Nuggets  - 1 reg Whipped Potato - 1 reg Pepsi,1 Zinger Meal ($5.40),Portables,Zinger Burger,Permanent,Permanent: Standard,Individual Meal,NULL,NULL,07:10.0,13,1
3516,917528,$5.40 Zinger Meal (Zone H) - 1 Zinger - 3 pcs Nuggets  - 1 reg Whipped Potato - 1 reg Pepsi Black,1 Zinger Meal ($5.40),Portables,Zinger Burger,Permanent,Permanent: Standard,Individual Meal,NULL,NULL,07:10.0,13,1
3517,917534,$5.4 HotBlaze Meal - 1 HotBlaze Grilled Chicken - 1 reg Whipped Potato - 1 reg Pepsi Black,1pc Meal (Hot Blaze Grilled Chicken) ($5.40),Chicken-on-bone,HotBlaze Grilled Chicken,LTO,LTO: Disruptive Value,Individual Meal,NULL,NULL,53:55.1,21,1
3518,917535,$5.4 2pc Chicken Meal - 1 pc O.R. - 1 pc H.C. - 1 reg Whipped Potato - 1 reg Pepsi ,2pcs Meal (COB) ($5.40),Chicken-on-bone,Classic COB,Permanent,LTO: Disruptive Value,Individual Meal,NULL,NULL,07:10.0,6,1
3519,917541,$15.40 Buddy Meal - 1  pc O.R. - 1 pc H.C. - 1 Zinger - 2 reg Whipped Potato - 2 reg Pepsi Black,1 Zinger + 2pcs (COB) Buddy Meal,Portables,Zinger Burger,Permanent,Permanent: Standard,Buddy Meal,NULL,NULL,07:10.0,6,1
3520,917547,$5.40 Riser Meal - 1 Riser - 1 Hash Brown - 1 White Coffee,Riser Meal ($5.40),Burgers & Twisters,Riser Burger,Permanent,LTO: Disruptive Value,Individual Meal,NULL,NULL,07:10.0,15,1
3521,917553,Celebration Feast 2019 - 6 pcs O.R. - 6 pcs H.C. - 20 pcs Nuggets (w/ 3 BBQ Sauce) - 3 med Whipped Potato - 2 Popcorn Chicken,12pcs Celeberation Feast (COB),Chicken-on-bone,Classic COB,Permanent,LTO: LSM,Group Meal,NULL,NULL,07:10.0,6,1
3522,917554,12pcs Nuggets (w/ 2 BBQ Sauce),$5.40 for 12 Nuggets,Non-COB Protein,Nugget,Permanent,LTO: Disruptive Value,Ala Carte,NULL,NULL,07:10.0,10,1
3523,917556,"1 pc Chicken (Original Recipe / Hot & Crispy) $0.54 Chicken, min $24 spend",1pc (COB) for $0.54,Chicken-on-bone,Classic COB,Permanent,LTO: Disruptive Value,Ala Carte,NULL,NULL,07:10.0,6,1
3524,917562,2 pcs Chicken Meal w/ Free Cheese Fries - 1 pc O.R. - 1 pc H.C. - 1 Cheese Fries - 1 reg Whipped Potato - 1 reg Coleslaw - 1 reg Sjora Mango Peach,2pcs Meal with Free Cheese Fries,Chicken-on-bone,Classic COB,Permanent,LTO: Disruptive Value,Individual Meal,NULL,NULL,07:10.0,6,1
3525,917563,2 pcs Chicken Meal w/ Free Cheese Fries (Zone H & SP) - 1 pc O.R. - 1 pc H.C. - 1 Cheese Fries - 1 reg Whipped Potato - 1 reg Coleslaw - 1 reg Sjora Strawberry Kiwi,2pcs Meal with Free Cheese Fries,Chicken-on-bone,Classic COB,Permanent,LTO: Disruptive Value,Individual Meal,NULL,NULL,07:10.0,6,1
3526,917564,2 pcs Chicken Meal w/ Free Cheese Fries (Zone A) - 1 pc O.R. - 1 pc H.C. - 1 Cheese Fries - 1 reg Whipped Potato - 1 reg Coleslaw - 1 med Sjora Mango Peach ,2pcs Meal with Free Cheese Fries,Chicken-on-bone,Classic COB,Permanent,LTO: Disruptive Value,Individual Meal,NULL,NULL,07:10.0,6,1
3527,917565,3 pcs Chicken Meal w/ Free Cheese Fries - 1 pc O.R. - 2 pcs H.C. - 1 Cheese Fries - 1 reg Whipped Potato - 1 reg Coleslaw - 1 reg Sjora Mango Peach,3pcs Meal with Free Cheese Fries,Chicken-on-bone,Classic COB,Permanent,LTO: Disruptive Value,Individual Meal,NULL,NULL,07:10.0,6,1
3528,917566,3 pcs Chicken Meal w/ Free Cheese Fries (Zone H) - 1 pc O.R. - 2 pcs H.C. - 1 Cheese Fries - 1 reg Whipped Potato - 1 reg Coleslaw - 1 reg Sjora Strawberry Kiwi,3pcs Meal with Free Cheese Fries,Chicken-on-bone,Classic COB,Permanent,LTO: Disruptive Value,Individual Meal,NULL,NULL,07:10.0,6,1
3529,917567,3 pcs Chicken Meal w/ Free Cheese Fries (Zone A) - 1 pc O.R. - 2 pcs H.C. - 1 Cheese Fries - 1 reg Whipped Potato - 1 reg Coleslaw  - 1 med Sjora Mango Peach ,3pcs Meal with Free Cheese Fries,Chicken-on-bone,Classic COB,Permanent,LTO: Disruptive Value,Individual Meal,NULL,NULL,07:10.0,6,1
3530,917568,Buddy Meal - 1 pc O.R. - 1 pc H.C. - 1 Zinger - 4 pcs Nuggets (w/ 1 tub BBQ Sauce) - 1 Cheese Fries - 2 reg Whipped Potato  - 2 reg Sjora Mango Peach,1 Zinger + 2pcs (COB) Buddy Meal,Portables,Zinger Burger,Permanent,Permanent: Standard,Buddy Meal,NULL,NULL,07:10.0,13,1
3531,917569,Buddy Meal (Zone H & SP) - 1 pc O.R. - 1 pc H.C. - 1 Zinger - 4 pcs Nuggets (w/ 1 tub BBQ Sauce) - 1 Cheese Fries - 2 reg Whipped Potato  - 2 reg Sjora Strawberry Kiwi,1 Zinger + 2pcs (COB) Buddy Meal,Portables,Zinger Burger,Permanent,Permanent: Standard,Buddy Meal,NULL,NULL,07:10.0,13,1
3532,917570,Buddy Meal (Zone A) - 1 pc O.R. - 1 pc H.C. - 1 Zinger - 4 pcs Nuggets (w/ 1 tub BBQ Sauce) - 1 Cheese Fries - 2 reg Whipped Potato - 2 med Sjora Mango Peach,1 Zinger + 2pcs (COB) Buddy Meal,Portables,Zinger Burger,Permanent,Permanent: Standard,Buddy Meal,NULL,NULL,07:10.0,13,1
3533,917571,NDP Feast - 3 pcs O.R. - 6 pcs H.C. - 5 pcs Hot & Crispy Tenders (w/ 2 tubs Sour Cream & Onion Sauce) - 12 pcs Nuggets (w/ 2 tubs BBQ Sauce) - 3 med Whipped Potato - 4 reg Sjora Mango Peach,9pcs NDP Feast (COB),Chicken-on-bone,Classic COB,Permanent,LTO: LSM,Group Meal,NULL,NULL,07:10.0,6,1
3534,917572,NDP Feast (Zone H) - 3 pcs O.R. - 6 pcs H.C. - 5 pcs Hot & Crispy Tenders (w/ 2 tubs Sour Cream & Onion Sauce) - 12 pcs Nuggets (w/ 2 tubs BBQ Sauce) - 3 med Whipped Potato - 4 reg Sjora Strawberry Kiwi,9pcs NDP Feast (COB),Chicken-on-bone,Classic COB,Permanent,LTO: LSM,Group Meal,NULL,NULL,07:10.0,6,1
3535,917573,NDP Feast (Zone A) - 3 pcs O.R. - 6 pcs H.C. - 5 pcs Hot & Crispy Tenders (w/ 2 tubs Sour Cream & Onion Sauce) - 12 pcs Nuggets (w/ 2 tubs BBQ Sauce) - 3 med Whipped Potato - 4 med Sjora Mango Peach,9pcs NDP Feast (COB),Chicken-on-bone,Classic COB,Permanent,LTO: LSM,Group Meal,NULL,NULL,07:10.0,6,1
3536,917574,6 pcs Nuggets (w/ 1 tub BBQ Sauce),6pcs Nuggets,Non-COB Protein,Nugget,Permanent,LTO: Disruptive Value,Ala Carte,NULL,NULL,47:12.1,10,1
3537,917580,$1 for 3pcs Tenders - 3pcs Hot & Crispy Tenders (w/ 1 tub Sour Cream & Onion Sauce),3pcs Tender (Paylah!),Non-COB Protein,Hot & Crispy Tender,Permanent,LTO: LSM,Ala Carte,NULL,NULL,07:10.0,16,1
3538,917582,1 Nestle Black Coffee,Black coffe (Merdeka 50 sen),Beverage,Coffee,Permanent,LTO: Occasional,Ala Carte,NULL,NULL,07:10.0,1,1
3539,917583,1 Nestle White Coffee,White Coffee (Merdeka 50 sen),Beverage,Coffee,Permanent,LTO: Occasional,Ala Carte,NULL,NULL,07:10.0,1,1
3540,917584,1 Nestle Teh Tarik,Teh Tarik (Merdeka 50 sen),Beverage,Teh Tarik,Permanent,LTO: Occasional,Ala Carte,NULL,NULL,07:10.0,1,1
3541,917590,$2.5 Famous Potato Bowl - 1 Famous Potato Bowl,Famous Bowl ($2.50),Bowls & Rice,Famous Potato Bowl,Permanent,LTO: Disruptive Value,Ala Carte,NULL,NULL,07:10.0,1,1
3542,917592,$2.5 Famous Potato Bowl - 1 Famous Potato Bowl,Famous Bowl,Bowls & Rice,Famous Potato Bowl,Permanent,LTO: Disruptive Value,Ala Carte,NULL,NULL,07:10.0,1,1
3543,917598,O.R. Steak Set Meal - 1 O.R. Steak Set - 1 reg Pepsi Black ,O.R Steak Meal,Non-COB Protein,O.R Chicken Steak,LTO,LTO: New Product Launch,Individual Meal,NULL,NULL,07:10.0,7,1
3544,917599,O.R. Steak Set Meal (Zone A) - 1 O.R. Steak Set - 1 med Pepsi Black ,O.R Steak Meal,Non-COB Protein,O.R Chicken Steak,LTO,LTO: New Product Launch,Individual Meal,NULL,NULL,07:10.0,7,1
3545,917600,O.R. Steak Set + Chicken Meal - 1 O.R. Steak Set - 1 pc H.C. - 1 reg Pepsi Black,O.R Steak Deluxe Meal,Non-COB Protein,O.R Chicken Steak,LTO,LTO: New Product Launch,Box Meal,NULL,NULL,07:10.0,7,1
3546,917601,O.R. Steak Set + Chicken Meal (Zone A) - 1 O.R. Steak Set - 1 pc H.C. - 1 med Pepsi Black,O.R Steak Deluxe Meal,Non-COB Protein,O.R Chicken Steak,LTO,LTO: New Product Launch,Box Meal,NULL,NULL,07:10.0,7,1
3547,917602,O.R. Steak Buddy Meal - 1 O.R. Steak Set - 1 pc O.R. - 1 pc H.C. - 3 pcs Hot & Crispy Tenders (w/ 1 tub Sour Cream & Onion Sauce) - 2 reg Whipped Potato  - 2 reg Pepsi Black,O.R Steak Buddy Meal,Non-COB Protein,O.R Chicken Steak,LTO,LTO: New Product Launch,Buddy Meal,NULL,NULL,07:10.0,7,1
3548,917603,O.R. Steak Buddy Meal (Zone A) - 1 O.R. Steak Set - 1 pc O.R. - 1 pc H.C. - 3 pcs Hot & Crispy Tenders (w/ 1 tub Sour Cream & Onion Sauce) - 2 reg Whipped Potato - 2 med Pepsi Black,O.R Steak Buddy Meal,Non-COB Protein,O.R Chicken Steak,LTO,LTO: New Product Launch,Buddy Meal,NULL,NULL,07:10.0,7,1
3549,917604,Family Feast - 3 pcs O.R. - 6 pcs H.C. - 5 pcs Hot & Crispy Tenders (w/ 2 tubs Sour Cream & Onion Sauce) - 1 Popcorn Chicken - 2 med Whipped Potato - 4 reg Pepsi Black,9pcs Family Feast (COB),Chicken-on-bone,Classic COB,Permanent,Permanent: Occasional,Group Meal,NULL,NULL,07:10.0,6,1
3550,917605,Family Feast (Zone A) - 3 pcs O.R. - 6 pcs H.C. - 5 pcs Hot & Crispy Tenders (w/ 2 tubs Sour Cream & Onion Sauce) - 1 Popcorn Chicken - 2 med Whipped Potato  - 4 med Pepsi Black,9pcs Family Feast (COB),Chicken-on-bone,Classic COB,Permanent,Permanent: Occasional,Group Meal,NULL,NULL,07:10.0,6,1
3551,917606,"O.R. Steak Set (O.R. Steak, O.R. Gravy, Jr Cheese Fries)",1 O.R Steak,Non-COB Protein,O.R Chicken Steak,LTO,LTO: New Product Launch,Ala Carte,NULL,NULL,07:10.0,7,1
3552,917612,O.R. Steak Set Meal - 1 O.R. Steak Set - 3 pcs Nuggets - 0.8 reg Pepsi Black (Cup) - 0.2 Pepsi Black Can,O.R Steak Meal,Non-COB Protein,O.R Chicken Steak,LTO,LTO: New Product Launch,Individual Meal,NULL,NULL,47:12.1,7,1
3553,917613,O.R. Steak Buddy Meal - 1 O.R. Steak Set - 1 pc O.R. - 2 pcs H.C. - 2 med Whipped Potato - 1.6 reg Pepsi Black (Cup) - 0.4 Pepsi Black Can,O.R Steak Buddy Meal,Non-COB Protein,O.R Chicken Steak,LTO,LTO: New Product Launch,Buddy Meal,NULL,NULL,47:12.1,7,1
3554,917614,"O.R. Steak Set (O.R. Steak, O.R. Gravy, Jr Cheese Fries)",1 O.R Steal,Non-COB Protein,O.R Chicken Steak,LTO,LTO: New Product Launch,Ala Carte,NULL,NULL,47:12.1,7,1
3555,917620,$0.99 Zinger - 1 Zinger,1 Zinger for $0.99,Portables,Zinger Burger,Permanent,LTO: Disruptive Value,Ala Carte,NULL,NULL,07:10.0,13,1
3556,917626,$12 Zinger Box Meal - 1 Zinger - 1 pc H.C. - 3 Nuggets - 1 med Whipped Potato - 1 reg Pepsi Black,1 Zinger + 1pc (COB) $12 Box Meal,Portables,Zinger Burger,Permanent,LTO: Disruptive Value,Ala Carte,NULL,NULL,07:10.0,13,1
3557,917632,Ham & Cheese Meltz Meal - 1 Ham & Cheese Meltz - 1 Hash Brown - 1 Reg Iced Milo (open for drink change / trade-up),Ham & Cheese Meltz Meal,Burgers & Twisters,Ham & Cheese Meltz,LTO,LTO: New Product Launch,Individual Meal,NULL,NULL,07:10.0,15,1
3558,917633,Meltz & Porridge Buddy Meal - 1 Ham & Cheese Meltz - 1 Porridge - 2 Hash Browns - 2 Reg Iced Milo (open for drink change / trade-up),Buddy Meal (Ham & Cheese),Burgers & Twisters,Ham & Cheese Meltz,LTO,LTO: New Product Launch,Buddy Meal,NULL,NULL,07:10.0,15,1
3559,917634,Riser & Porridge Buddy Meal - 1 Riser - 1 Porridge - 2 Hash Browns - 2 Reg Iced Milo (open for drink change / trade-up),Buddy Meal (Ham & Cheese),Burgers & Twisters,Ham & Cheese Meltz,LTO,LTO: New Product Launch,Buddy Meal,NULL,NULL,07:10.0,15,1
3560,917635,Ham & Cheese Meltz,1 Ham & Cheese Meltz,Burgers & Twisters,Ham & Cheese Meltz,LTO,LTO: New Product Launch,Ala Carte,NULL,NULL,07:10.0,15,1
3561,917641,JR Cheese Fries > Std Cheese Fries,1 Cheese Fries (Junior),Sides,Cheese Fries,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
3562,917647,Ham & Cheese Meltz Meal - 1 Ham & Cheese Meltz - 1 Hash Brown - 1 Reg Iced Milo (open for drink change / trade-up),Ham & Cheese Meltz Meal,Burgers & Twisters,Ham & Cheese Meltz,LTO,LTO: New Product Launch,Individual Meal,NULL,NULL,07:10.0,1,1
3563,917648,Meltz & Porridge Buddy Meal - 1 Ham & Cheese Meltz - 1 Porridge - 2 Hash Browns - 2 Reg Iced Milo (open for drink change / trade-up),Buddy Meal (Ham & Cheese),Burgers & Twisters,Ham & Cheese Meltz,LTO,LTO: New Product Launch,Buddy Meal,NULL,NULL,07:10.0,1,1
3564,917649,Ham & Cheese Meltz,1 Ham & Cheese Meltz,Burgers & Twisters,Ham & Cheese Meltz,LTO,LTO: New Product Launch,Ala Carte,NULL,NULL,07:10.0,1,1
3565,917650,Reg Iced Milo > Med Iced Milo,Iced Milo (Med),Beverage,Milo,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
3566,917651,Iced Milo (Regular) > Nestle White Coffee,White Coffee (Change),Beverage,Coffee,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
3567,917652,Reg Iced Milo > Nestle Black Coffee,Iced Milo (Reg) > Nestle Black Coffee,Beverage,Coffee,Permanent,Permanent: Standard,Change,NULL,NULL,47:12.1,1,1
3568,917653,Reg Iced Milo > Hot Tea w Milk,Hot Coffee w Milk,Beverage,Coffee,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,1,1
3569,917654,Reg Iced Milo > Hot Tea w/o Milk,Iced Coffee,Beverage,Coffee,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,1,1
3570,917660,Ham & Cheese Meltz Meal - 1 Ham & Cheese Meltz - 1 Hash Brown - 1 Reg Iced Milo (open for drink change / trade-up),Ham & Cheese Meltz Meal,Burgers & Twisters,Ham & Cheese Meltz,LTO,LTO: New Product Launch,Individual Meal,NULL,NULL,07:10.0,1,1
3571,917661,Meltz & Porridge Buddy Meal - 1 Ham & Cheese Meltz - 1 Porridge - 2 Hash Browns - 2 Reg Iced Milo (open for drink change / trade-up),Buddy Meal (Ham & Cheese),Burgers & Twisters,Ham & Cheese Meltz,LTO,LTO: New Product Launch,Buddy Meal,NULL,NULL,07:10.0,1,1
3572,917662,Ham & Cheese Meltz,1 Ham & Cheese Meltz,Burgers & Twisters,Ham & Cheese Meltz,LTO,LTO: New Product Launch,Ala Carte,NULL,NULL,07:10.0,1,1
3573,917663,Reg Iced Milo > Med Iced Milo,Iced Milo (Med),Beverage,Milo,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
3574,917666,Reg Iced Milo > Hot Tea w Milk,Hot Coffee w Milk,Beverage,Coffee,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,1,1
3575,917667,Reg Iced Milo > Hot Tea w/o Milk,Iced Coffee,Beverage,Coffee,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,1,1
3576,917669,JR Cheese Fries ,1 Cheese Fries_Junior (Free),Sides,Cheese Fries,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,1,1
3577,917675,"1 Zinger, 1 COB, 1 WP, 1 Pepsi",1 Zinger + 1pc (COB) Box (KA),Portables,Zinger Burger,Permanent,LTO: LSM,Ala Carte,NULL,NULL,07:10.0,13,1
3578,917676,"1 Zinger, 1 COB, 1 WP, 1 Pepsi",1 BBQ Pockett + 1pc (COB) Box Meal,Portables,BBQ Pockett Bandito,Permanent,LTO: LSM,Box Meal,NULL,NULL,07:10.0,13,1
3579,917682,Kentaco Meal - 1 Kentaco - 1 med Fries (open for Sides trade-up/change) - 1 reg Pepsi Black (open for Drinks trade-up/change),1 Kentaco Meal,Portables,Kentaco,LTO,LTO: LSM,Individual Meal,NULL,NULL,07:10.0,13,1
